"Var1","Var2","yes","no","total.votes","approval","current","yes12","yes16","yes20"
7300,2800,7300,2800,10100,72.2772277227723,"Quorum met","Quorum met","Quorum met","Quorum not met"
7400,2800,7400,2800,10200,72.5490196078431,"Quorum met","Quorum met","Quorum met","Quorum not met"
7500,2800,7500,2800,10300,72.8155339805825,"Quorum met","Quorum met","Quorum met","Quorum not met"
7600,2800,7600,2800,10400,73.0769230769231,"Quorum met","Quorum met","Quorum met","Quorum not met"
7700,2800,7700,2800,10500,73.3333333333333,"Quorum met","Quorum met","Quorum met","Quorum not met"
7800,2800,7800,2800,10600,73.5849056603774,"Quorum met","Quorum met","Quorum met","Quorum not met"
7900,2800,7900,2800,10700,73.8317757009346,"Quorum met","Quorum met","Quorum met","Quorum not met"
8000,2800,8000,2800,10800,74.0740740740741,"Quorum met","Quorum met","Quorum met","Quorum not met"
8100,2800,8100,2800,10900,74.3119266055046,"Quorum met","Quorum met","Quorum met","Quorum not met"
8200,2800,8200,2800,11000,74.5454545454545,"Quorum met","Quorum met","Quorum met","Quorum met"
8300,2800,8300,2800,11100,74.7747747747748,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,2800,8400,2800,11200,75,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,2800,8500,2800,11300,75.2212389380531,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,2800,8600,2800,11400,75.4385964912281,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,2800,8700,2800,11500,75.6521739130435,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,2800,8800,2800,11600,75.8620689655172,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,2800,8900,2800,11700,76.0683760683761,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,2800,9000,2800,11800,76.271186440678,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,2800,9100,2800,11900,76.4705882352941,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,2800,9200,2800,12000,76.6666666666667,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,2800,9300,2800,12100,76.8595041322314,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,2800,9400,2800,12200,77.0491803278689,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,2800,9500,2800,12300,77.2357723577236,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,2800,9600,2800,12400,77.4193548387097,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,2800,9700,2800,12500,77.6,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,2800,9800,2800,12600,77.7777777777778,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,2800,9900,2800,12700,77.9527559055118,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,2800,10000,2800,12800,78.125,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,2900,4000,2900,6900,57.9710144927536,"Approval not met","Approval not met","Approval not met","Approval not met"
4100,2900,4100,2900,7000,58.5714285714286,"Approval not met","Approval not met","Approval not met","Approval not met"
4200,2900,4200,2900,7100,59.1549295774648,"Approval not met","Approval not met","Approval not met","Approval not met"
4300,2900,4300,2900,7200,59.7222222222222,"Approval not met","Approval not met","Approval not met","Approval not met"
4400,2900,4400,2900,7300,60.2739726027397,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4500,2900,4500,2900,7400,60.8108108108108,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4600,2900,4600,2900,7500,61.3333333333333,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4700,2900,4700,2900,7600,61.8421052631579,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4800,2900,4800,2900,7700,62.3376623376623,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4900,2900,4900,2900,7800,62.8205128205128,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
5000,2900,5000,2900,7900,63.2911392405063,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5100,2900,5100,2900,8000,63.75,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5200,2900,5200,2900,8100,64.1975308641975,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5300,2900,5300,2900,8200,64.6341463414634,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5400,2900,5400,2900,8300,65.0602409638554,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5500,2900,5500,2900,8400,65.4761904761905,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5600,2900,5600,2900,8500,65.8823529411765,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5700,2900,5700,2900,8600,66.2790697674419,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5800,2900,5800,2900,8700,66.6666666666667,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5900,2900,5900,2900,8800,67.0454545454545,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6000,2900,6000,2900,8900,67.4157303370787,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6100,2900,6100,2900,9000,67.7777777777778,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6200,2900,6200,2900,9100,68.1318681318681,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6300,2900,6300,2900,9200,68.4782608695652,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6400,2900,6400,2900,9300,68.8172043010753,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6500,2900,6500,2900,9400,69.1489361702128,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6600,2900,6600,2900,9500,69.4736842105263,"Quorum met","Quorum met","Quorum met","Quorum not met"
6700,2900,6700,2900,9600,69.7916666666667,"Quorum met","Quorum met","Quorum met","Quorum not met"
6800,2900,6800,2900,9700,70.1030927835051,"Quorum met","Quorum met","Quorum met","Quorum not met"
6900,2900,6900,2900,9800,70.4081632653061,"Quorum met","Quorum met","Quorum met","Quorum not met"
7000,2900,7000,2900,9900,70.7070707070707,"Quorum met","Quorum met","Quorum met","Quorum not met"
7100,2900,7100,2900,10000,71,"Quorum met","Quorum met","Quorum met","Quorum not met"
7200,2900,7200,2900,10100,71.2871287128713,"Quorum met","Quorum met","Quorum met","Quorum not met"
7300,2900,7300,2900,10200,71.5686274509804,"Quorum met","Quorum met","Quorum met","Quorum not met"
7400,2900,7400,2900,10300,71.8446601941748,"Quorum met","Quorum met","Quorum met","Quorum not met"
7500,2900,7500,2900,10400,72.1153846153846,"Quorum met","Quorum met","Quorum met","Quorum not met"
7600,2900,7600,2900,10500,72.3809523809524,"Quorum met","Quorum met","Quorum met","Quorum not met"
7700,2900,7700,2900,10600,72.6415094339623,"Quorum met","Quorum met","Quorum met","Quorum not met"
7800,2900,7800,2900,10700,72.8971962616822,"Quorum met","Quorum met","Quorum met","Quorum not met"
7900,2900,7900,2900,10800,73.1481481481482,"Quorum met","Quorum met","Quorum met","Quorum not met"
8000,2900,8000,2900,10900,73.394495412844,"Quorum met","Quorum met","Quorum met","Quorum not met"
8100,2900,8100,2900,11000,73.6363636363636,"Quorum met","Quorum met","Quorum met","Quorum not met"
8200,2900,8200,2900,11100,73.8738738738739,"Quorum met","Quorum met","Quorum met","Quorum met"
8300,2900,8300,2900,11200,74.1071428571429,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,2900,8400,2900,11300,74.3362831858407,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,2900,8500,2900,11400,74.5614035087719,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,2900,8600,2900,11500,74.7826086956522,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,2900,8700,2900,11600,75,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,2900,8800,2900,11700,75.2136752136752,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,2900,8900,2900,11800,75.4237288135593,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,2900,9000,2900,11900,75.6302521008403,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,2900,9100,2900,12000,75.8333333333333,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,2900,9200,2900,12100,76.0330578512397,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,2900,9300,2900,12200,76.2295081967213,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,2900,9400,2900,12300,76.4227642276423,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,2900,9500,2900,12400,76.6129032258064,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,2900,9600,2900,12500,76.8,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,2900,9700,2900,12600,76.984126984127,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,2900,9800,2900,12700,77.1653543307087,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,2900,9900,2900,12800,77.34375,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,2900,10000,2900,12900,77.5193798449613,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,3000,4000,3000,7000,57.1428571428571,"Approval not met","Approval not met","Approval not met","Approval not met"
4100,3000,4100,3000,7100,57.7464788732394,"Approval not met","Approval not met","Approval not met","Approval not met"
4200,3000,4200,3000,7200,58.3333333333333,"Approval not met","Approval not met","Approval not met","Approval not met"
4300,3000,4300,3000,7300,58.9041095890411,"Approval not met","Approval not met","Approval not met","Approval not met"
4400,3000,4400,3000,7400,59.4594594594595,"Approval not met","Approval not met","Approval not met","Approval not met"
4500,3000,4500,3000,7500,60,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4600,3000,4600,3000,7600,60.5263157894737,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4700,3000,4700,3000,7700,61.038961038961,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4800,3000,4800,3000,7800,61.5384615384615,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4900,3000,4900,3000,7900,62.0253164556962,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
5000,3000,5000,3000,8000,62.5,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5100,3000,5100,3000,8100,62.962962962963,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5200,3000,5200,3000,8200,63.4146341463415,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5300,3000,5300,3000,8300,63.855421686747,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5400,3000,5400,3000,8400,64.2857142857143,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5500,3000,5500,3000,8500,64.7058823529412,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5600,3000,5600,3000,8600,65.1162790697674,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5700,3000,5700,3000,8700,65.5172413793103,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5800,3000,5800,3000,8800,65.9090909090909,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5900,3000,5900,3000,8900,66.2921348314607,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6000,3000,6000,3000,9000,66.6666666666667,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6100,3000,6100,3000,9100,67.032967032967,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6200,3000,6200,3000,9200,67.3913043478261,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6300,3000,6300,3000,9300,67.741935483871,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6400,3000,6400,3000,9400,68.0851063829787,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6500,3000,6500,3000,9500,68.4210526315789,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6600,3000,6600,3000,9600,68.75,"Quorum met","Quorum met","Quorum met","Quorum not met"
6700,3000,6700,3000,9700,69.0721649484536,"Quorum met","Quorum met","Quorum met","Quorum not met"
6800,3000,6800,3000,9800,69.3877551020408,"Quorum met","Quorum met","Quorum met","Quorum not met"
6900,3000,6900,3000,9900,69.6969696969697,"Quorum met","Quorum met","Quorum met","Quorum not met"
7000,3000,7000,3000,10000,70,"Quorum met","Quorum met","Quorum met","Quorum not met"
7100,3000,7100,3000,10100,70.2970297029703,"Quorum met","Quorum met","Quorum met","Quorum not met"
7200,3000,7200,3000,10200,70.5882352941177,"Quorum met","Quorum met","Quorum met","Quorum not met"
7300,3000,7300,3000,10300,70.873786407767,"Quorum met","Quorum met","Quorum met","Quorum not met"
7400,3000,7400,3000,10400,71.1538461538462,"Quorum met","Quorum met","Quorum met","Quorum not met"
7500,3000,7500,3000,10500,71.4285714285714,"Quorum met","Quorum met","Quorum met","Quorum not met"
7600,3000,7600,3000,10600,71.6981132075472,"Quorum met","Quorum met","Quorum met","Quorum not met"
7700,3000,7700,3000,10700,71.9626168224299,"Quorum met","Quorum met","Quorum met","Quorum not met"
7800,3000,7800,3000,10800,72.2222222222222,"Quorum met","Quorum met","Quorum met","Quorum not met"
7900,3000,7900,3000,10900,72.4770642201835,"Quorum met","Quorum met","Quorum met","Quorum not met"
8000,3000,8000,3000,11000,72.7272727272727,"Quorum met","Quorum met","Quorum met","Quorum not met"
8100,3000,8100,3000,11100,72.972972972973,"Quorum met","Quorum met","Quorum met","Quorum not met"
8200,3000,8200,3000,11200,73.2142857142857,"Quorum met","Quorum met","Quorum met","Quorum met"
8300,3000,8300,3000,11300,73.4513274336283,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,3000,8400,3000,11400,73.6842105263158,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,3000,8500,3000,11500,73.9130434782609,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,3000,8600,3000,11600,74.1379310344828,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,3000,8700,3000,11700,74.3589743589744,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,3000,8800,3000,11800,74.5762711864407,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,3000,8900,3000,11900,74.7899159663866,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,3000,9000,3000,12000,75,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,3000,9100,3000,12100,75.2066115702479,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,3000,9200,3000,12200,75.4098360655738,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,3000,9300,3000,12300,75.609756097561,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,3000,9400,3000,12400,75.8064516129032,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,3000,9500,3000,12500,76,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,3000,9600,3000,12600,76.1904761904762,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,3000,9700,3000,12700,76.3779527559055,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,3000,9800,3000,12800,76.5625,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,3000,9900,3000,12900,76.7441860465116,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,3000,10000,3000,13000,76.9230769230769,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,3100,4000,3100,7100,56.3380281690141,"Approval not met","Approval not met","Approval not met","Approval not met"
4100,3100,4100,3100,7200,56.9444444444444,"Approval not met","Approval not met","Approval not met","Approval not met"
4200,3100,4200,3100,7300,57.5342465753425,"Approval not met","Approval not met","Approval not met","Approval not met"
4300,3100,4300,3100,7400,58.1081081081081,"Approval not met","Approval not met","Approval not met","Approval not met"
4400,3100,4400,3100,7500,58.6666666666667,"Approval not met","Approval not met","Approval not met","Approval not met"
4500,3100,4500,3100,7600,59.2105263157895,"Approval not met","Approval not met","Approval not met","Approval not met"
4600,3100,4600,3100,7700,59.7402597402597,"Approval not met","Approval not met","Approval not met","Approval not met"
4700,3100,4700,3100,7800,60.2564102564103,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4800,3100,4800,3100,7900,60.7594936708861,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4900,3100,4900,3100,8000,61.25,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
5000,3100,5000,3100,8100,61.7283950617284,"Quorum not met","Quorum met","Quorum not met","Quorum not met"
5100,3100,5100,3100,8200,62.1951219512195,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5200,3100,5200,3100,8300,62.6506024096386,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5300,3100,5300,3100,8400,63.0952380952381,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5400,3100,5400,3100,8500,63.5294117647059,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5500,3100,5500,3100,8600,63.953488372093,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5600,3100,5600,3100,8700,64.367816091954,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5700,3100,5700,3100,8800,64.7727272727273,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5800,3100,5800,3100,8900,65.1685393258427,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5900,3100,5900,3100,9000,65.5555555555556,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6000,3100,6000,3100,9100,65.9340659340659,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6100,3100,6100,3100,9200,66.304347826087,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6200,3100,6200,3100,9300,66.6666666666667,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6300,3100,6300,3100,9400,67.0212765957447,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6400,3100,6400,3100,9500,67.3684210526316,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6500,3100,6500,3100,9600,67.7083333333333,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6600,3100,6600,3100,9700,68.0412371134021,"Quorum met","Quorum met","Quorum met","Quorum not met"
6700,3100,6700,3100,9800,68.3673469387755,"Quorum met","Quorum met","Quorum met","Quorum not met"
6800,3100,6800,3100,9900,68.6868686868687,"Quorum met","Quorum met","Quorum met","Quorum not met"
6900,3100,6900,3100,10000,69,"Quorum met","Quorum met","Quorum met","Quorum not met"
7000,3100,7000,3100,10100,69.3069306930693,"Quorum met","Quorum met","Quorum met","Quorum not met"
7100,3100,7100,3100,10200,69.6078431372549,"Quorum met","Quorum met","Quorum met","Quorum not met"
7200,3100,7200,3100,10300,69.9029126213592,"Quorum met","Quorum met","Quorum met","Quorum not met"
7300,3100,7300,3100,10400,70.1923076923077,"Quorum met","Quorum met","Quorum met","Quorum not met"
7400,3100,7400,3100,10500,70.4761904761905,"Quorum met","Quorum met","Quorum met","Quorum not met"
7500,3100,7500,3100,10600,70.7547169811321,"Quorum met","Quorum met","Quorum met","Quorum not met"
7600,3100,7600,3100,10700,71.0280373831776,"Quorum met","Quorum met","Quorum met","Quorum not met"
7700,3100,7700,3100,10800,71.2962962962963,"Quorum met","Quorum met","Quorum met","Quorum not met"
7800,3100,7800,3100,10900,71.5596330275229,"Quorum met","Quorum met","Quorum met","Quorum not met"
7900,3100,7900,3100,11000,71.8181818181818,"Quorum met","Quorum met","Quorum met","Quorum not met"
8000,3100,8000,3100,11100,72.0720720720721,"Quorum met","Quorum met","Quorum met","Quorum not met"
8100,3100,8100,3100,11200,72.3214285714286,"Quorum met","Quorum met","Quorum met","Quorum not met"
8200,3100,8200,3100,11300,72.5663716814159,"Quorum met","Quorum met","Quorum met","Quorum met"
8300,3100,8300,3100,11400,72.8070175438597,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,3100,8400,3100,11500,73.0434782608696,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,3100,8500,3100,11600,73.2758620689655,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,3100,8600,3100,11700,73.5042735042735,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,3100,8700,3100,11800,73.728813559322,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,3100,8800,3100,11900,73.9495798319328,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,3100,8900,3100,12000,74.1666666666667,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,3100,9000,3100,12100,74.3801652892562,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,3100,9100,3100,12200,74.5901639344262,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,3100,9200,3100,12300,74.7967479674797,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,3100,9300,3100,12400,75,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,3100,9400,3100,12500,75.2,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,3100,9500,3100,12600,75.3968253968254,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,3100,9600,3100,12700,75.5905511811024,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,3100,9700,3100,12800,75.78125,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,3100,9800,3100,12900,75.968992248062,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,3100,9900,3100,13000,76.1538461538461,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,3100,10000,3100,13100,76.3358778625954,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,3200,4000,3200,7200,55.5555555555556,"Approval not met","Approval not met","Approval not met","Approval not met"
4100,3200,4100,3200,7300,56.1643835616438,"Approval not met","Approval not met","Approval not met","Approval not met"
4200,3200,4200,3200,7400,56.7567567567568,"Approval not met","Approval not met","Approval not met","Approval not met"
4300,3200,4300,3200,7500,57.3333333333333,"Approval not met","Approval not met","Approval not met","Approval not met"
4400,3200,4400,3200,7600,57.8947368421053,"Approval not met","Approval not met","Approval not met","Approval not met"
4500,3200,4500,3200,7700,58.4415584415584,"Approval not met","Approval not met","Approval not met","Approval not met"
4600,3200,4600,3200,7800,58.974358974359,"Approval not met","Approval not met","Approval not met","Approval not met"
4700,3200,4700,3200,7900,59.4936708860759,"Approval not met","Approval not met","Approval not met","Approval not met"
4800,3200,4800,3200,8000,60,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
4900,3200,4900,3200,8100,60.4938271604938,"Quorum not met","Quorum not met","Quorum not met","Quorum not met"
5000,3200,5000,3200,8200,60.9756097560976,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5100,3200,5100,3200,8300,61.4457831325301,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5200,3200,5200,3200,8400,61.9047619047619,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5300,3200,5300,3200,8500,62.3529411764706,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5400,3200,5400,3200,8600,62.7906976744186,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5500,3200,5500,3200,8700,63.2183908045977,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5600,3200,5600,3200,8800,63.6363636363636,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5700,3200,5700,3200,8900,64.0449438202247,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5800,3200,5800,3200,9000,64.4444444444444,"Quorum met","Quorum met","Quorum not met","Quorum not met"
5900,3200,5900,3200,9100,64.8351648351648,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6000,3200,6000,3200,9200,65.2173913043478,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6100,3200,6100,3200,9300,65.5913978494624,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6200,3200,6200,3200,9400,65.9574468085106,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6300,3200,6300,3200,9500,66.3157894736842,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6400,3200,6400,3200,9600,66.6666666666667,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6500,3200,6500,3200,9700,67.0103092783505,"Quorum met","Quorum met","Quorum not met","Quorum not met"
6600,3200,6600,3200,9800,67.3469387755102,"Quorum met","Quorum met","Quorum met","Quorum not met"
6700,3200,6700,3200,9900,67.6767676767677,"Quorum met","Quorum met","Quorum met","Quorum not met"
6800,3200,6800,3200,10000,68,"Quorum met","Quorum met","Quorum met","Quorum not met"
6900,3200,6900,3200,10100,68.3168316831683,"Quorum met","Quorum met","Quorum met","Quorum not met"
7000,3200,7000,3200,10200,68.6274509803922,"Quorum met","Quorum met","Quorum met","Quorum not met"
7100,3200,7100,3200,10300,68.9320388349515,"Quorum met","Quorum met","Quorum met","Quorum not met"
7200,3200,7200,3200,10400,69.2307692307692,"Quorum met","Quorum met","Quorum met","Quorum not met"
7300,3200,7300,3200,10500,69.5238095238095,"Quorum met","Quorum met","Quorum met","Quorum not met"
7400,3200,7400,3200,10600,69.811320754717,"Quorum met","Quorum met","Quorum met","Quorum not met"
7500,3200,7500,3200,10700,70.0934579439252,"Quorum met","Quorum met","Quorum met","Quorum not met"
7600,3200,7600,3200,10800,70.3703703703704,"Quorum met","Quorum met","Quorum met","Quorum not met"
7700,3200,7700,3200,10900,70.6422018348624,"Quorum met","Quorum met","Quorum met","Quorum not met"
7800,3200,7800,3200,11000,70.9090909090909,"Quorum met","Quorum met","Quorum met","Quorum not met"
7900,3200,7900,3200,11100,71.1711711711712,"Quorum met","Quorum met","Quorum met","Quorum not met"
8000,3200,8000,3200,11200,71.4285714285714,"Quorum met","Quorum met","Quorum met","Quorum not met"
8100,3200,8100,3200,11300,71.6814159292035,"Quorum met","Quorum met","Quorum met","Quorum not met"
8200,3200,8200,3200,11400,71.9298245614035,"Quorum met","Quorum met","Quorum met","Quorum met"
8300,3200,8300,3200,11500,72.1739130434783,"Quorum met","Quorum met","Quorum met","Quorum met"
8400,3200,8400,3200,11600,72.4137931034483,"Quorum met","Quorum met","Quorum met","Quorum met"
8500,3200,8500,3200,11700,72.6495726495726,"Quorum met","Quorum met","Quorum met","Quorum met"
8600,3200,8600,3200,11800,72.8813559322034,"Quorum met","Quorum met","Quorum met","Quorum met"
8700,3200,8700,3200,11900,73.109243697479,"Quorum met","Quorum met","Quorum met","Quorum met"
8800,3200,8800,3200,12000,73.3333333333333,"Quorum met","Quorum met","Quorum met","Quorum met"
8900,3200,8900,3200,12100,73.5537190082645,"Quorum met","Quorum met","Quorum met","Quorum met"
9000,3200,9000,3200,12200,73.7704918032787,"Quorum met","Quorum met","Quorum met","Quorum met"
9100,3200,9100,3200,12300,73.9837398373984,"Quorum met","Quorum met","Quorum met","Quorum met"
9200,3200,9200,3200,12400,74.1935483870968,"Quorum met","Quorum met","Quorum met","Quorum met"
9300,3200,9300,3200,12500,74.4,"Quorum met","Quorum met","Quorum met","Quorum met"
9400,3200,9400,3200,12600,74.6031746031746,"Quorum met","Quorum met","Quorum met","Quorum met"
9500,3200,9500,3200,12700,74.8031496062992,"Quorum met","Quorum met","Quorum met","Quorum met"
9600,3200,9600,3200,12800,75,"Quorum met","Quorum met","Quorum met","Quorum met"
9700,3200,9700,3200,12900,75.1937984496124,"Quorum met","Quorum met","Quorum met","Quorum met"
9800,3200,9800,3200,13000,75.3846153846154,"Quorum met","Quorum met","Quorum met","Quorum met"
9900,3200,9900,3200,13100,75.5725190839695,"Quorum met","Quorum met","Quorum met","Quorum met"
10000,3200,10000,3200,13200,75.7575757575758,"Quorum met","Quorum met","Quorum met","Quorum met"
4000,3300,4000,3300,7300,54.7945205479452,"Approval not met","Approval not met","Approval not met","Approval not met"
4100,3300,4100,3300,7400,55.4054054054054,"Approval not met","Approval not met","Approval not met","Approval not met"
4200,3300,4200,3300,7500,56,"Approval not met","Approval not met","Approval not met","Approval not met"
4300,3300,4300,3300,7600,56.578947368421,"Approval not met","Approval not met","Approval not met","Approval not met"
4400,3300,4400,3300,7700,57.1428571428571,"Approval not met","Approval not met","Approval not met","Approval not met"
4500,3300,4500,3300,7800,57.6923076923077,"Approval not met","Approval not met","Approval not met","Approval not met"
4600,3300,4600,3300,7900,58.2278481012658,"Approval not met","Approval not met","Approval not met","Approval not met"
4700,3300,4700,3300,8000,58.75,"Approval not met","Approval not met","Approval not met","Approval not met"
4800,3300,4800,3300,8100,59.2592592592593,"Approval not met","Approval not met","Approval not met","Approval not met"
4900,3300,4900,3300,8200,59.7560975609756,"Approval not met","Approval not met","Approval not met","Approval not met"
